Week,Movie,Week Box Office,Week Total,Week Share
51,Downsizing,"12,458,365.00","467,332,600.00",0.026658
51,Darkest Hour,"9,794,210.00","467,332,600.00",0.020958
51,Father Figures,"9,063,922.00","467,332,600.00",0.019395
51,The Shape of Water,"7,574,490.00","467,332,600.00",0.016208
51,All the Money in the World,"7,127,696.00","467,332,600.00",0.015252
51,Wonder,"5,351,115.00","467,332,600.00",0.01145
51,Tiger Zinda Hai,"3,651,141.00","467,332,600.00",0.007813
51,Molly's Game,"3,027,513.00","467,332,600.00",0.006478
51,Justice League,"2,725,511.00","467,332,600.00",0.005832
51,Lady Bird,"2,665,194.00","467,332,600.00",0.005703
51,Daddy's Home 2,"2,594,251.00","467,332,600.00",0.005551
51,The Star,"2,387,128.00","467,332,600.00",0.005108
51,The Disaster Artist,"2,118,401.00","467,332,600.00",0.004533
51,Thor: Ragnarok,"2,079,481.00","467,332,600.00",0.00445
51,Call Me by Your Name,"1,620,973.00","467,332,600.00",0.003469
51,Murder on the Orient Express (2017),"1,281,066.00","467,332,600.00",0.002741
51,"Three Billboards Outside Ebbing, Missouri","1,273,465.00","467,332,600.00",0.002725
51,The Post,"1,199,041.00","467,332,600.00",0.002566
51,"I, Tonya","1,124,848.00","467,332,600.00",0.002407
51,Youth (2017),"663,291.00","467,332,600.00",0.001419
52,Jumanji: Welcome to the Jungle,"89,421,473.00","338,466,643.00",0.264196
52,Star Wars: The Last Jedi,"84,264,374.00","338,466,643.00",0.248959
52,The Greatest Showman,"29,588,386.00","338,466,643.00",0.087419
52,Pitch Perfect 3,"29,266,620.00","338,466,643.00",0.086468
52,Ferdinand,"20,609,013.00","338,466,643.00",0.060889
52,Coco,"14,170,502.00","338,466,643.00",0.041867
52,All the Money in the World,"9,454,213.00","338,466,643.00",0.027932
52,Darkest Hour,"9,388,820.00","338,466,643.00",0.027739
52,Downsizing,"8,271,753.00","338,466,643.00",0.024439
52,Father Figures,"6,446,538.00","338,466,643.00",0.019046
52,The Shape of Water,"6,413,309.00","338,466,643.00",0.018948
52,Wonder,"5,948,221.00","338,466,643.00",0.017574
52,Molly's Game,"4,189,047.00","338,466,643.00",0.012377
52,Lady Bird,"2,590,079.00","338,466,643.00",0.007652
52,Justice League,"2,126,673.00","338,466,643.00",0.006283
52,The Disaster Artist,"1,756,946.00","338,466,643.00",0.005191
52,Daddy's Home 2,"1,591,695.00","338,466,643.00",0.004703
52,Thor: Ragnarok,"1,574,547.00","338,466,643.00",0.004652
52,Tiger Zinda Hai,"1,542,101.00","338,466,643.00",0.004556
52,Call Me by Your Name,"1,417,165.00","338,466,643.00",0.004187
52,"Three Billboards Outside Ebbing, Missouri","1,198,630.00","338,466,643.00",0.003541
52,"I, Tonya","1,195,706.00","338,466,643.00",0.003533
52,Murder on the Orient Express (2017),"1,102,086.00","338,466,643.00",0.003256
52,The Post,"950,615.00","338,466,643.00",0.002809
52,The Star,"828,546.00","338,466,643.00",0.002448
52,Phantom Thread,"395,605.00","338,466,643.00",0.001169
52,Along with the Gods: The Two Worlds,"392,546.00","338,466,643.00",0.00116
52,Youth (2017),"353,362.00","338,466,643.00",0.001044
52,The Ex-File 3: Return of the Exes ,"341,074.00","338,466,643.00",0.001008
